Frequency (Hz),Amplitude (dBÎ¼V)
30000000.0,104.83551
30485000.0,107.4970014
30970000.0,101.3689038
31455000.0,99.0145948
31940000.0,104.6305234
32425000.0,104.7146756
32910000.0,98.806442
33395000.0,105.6738813
33880000.0,108.3318174
34365000.0,104.7090985
34850000.0,103.8270871
35335000.0,103.2752301
35820000.0,102.5887754
36305000.0,106.1094663
36790000.0,88.0738294
37275000.0,103.8774488
37760000.0,99.9925305
38245000.0,100.4052426
38730000.0,99.4671476
39215000.0,102.9638593
39700000.0,102.4338071
40185000.0,104.8577573
40670000.0,104.8746869
41155000.0,91.9552076
41640000.0,106.7466199
42125000.0,106.3266828
42610000.0,108.7614743
43095000.0,90.5062558
43580000.0,95.9753339
44065000.0,100.9032056
44550000.0,92.6843793
45035000.0,97.3088605
45520000.0,88.831558
46005000.0,103.6263044
46490000.0,107.5261151
46975000.0,107.3439633
47460000.0,104.1936948
47945000.0,103.9000852
48430000.0,102.5252683
48915000.0,106.9903409
49400000.0,97.7029569
49885000.0,101.6106794
50370000.0,98.6288983
50855000.0,91.2637708
51340000.0,96.2328717
51825000.0,100.1924665
52310000.0,107.7649381
52795000.0,100.03019689999999
53280000.0,105.4142911
53765000.0,105.9578015
54250000.0,101.7022092
54735000.0,101.5850598
55220000.0,101.8479612
55705000.0,103.7390058
56190000.0,106.6995999
56675000.0,103.5100324
57160000.0,92.8016355
57645000.0,98.6139829
58130000.0,99.1348645
58615000.0,107.5138318
59100000.0,102.9519498
59585000.0,108.0786512
60070000.0,99.9485471
60555000.0,107.6687696
61040000.0,108.2531049
61525000.0,106.5837552
62010000.0,99.1732328
62495000.0,102.4376142
62980000.0,104.4548108
63465000.0,107.922714
63950000.0,102.1216581
64435000.0,90.3283002
64920000.0,104.3940808
65405000.0,105.1996305
65890000.0,95.05668610000001
66375000.0,103.8463895
66860000.0,103.9948117
67345000.0,109.8823011
67830000.0,89.3414151
68315000.0,80.9103849
68800000.0,105.6466138
69285000.0,103.5982434
69770000.0,88.3059919
70255000.0,101.4590833
70740000.0,102.7725217
71225000.0,106.5119016
71710000.0,102.780586
72195000.0,102.0438306
72680000.0,97.0601956
73165000.0,105.4739987
73650000.0,103.9156568
74135000.0,91.2584455
74620000.0,106.0331266
75105000.0,106.2418363
75590000.0,106.590904
76075000.0,93.902641
76560000.0,103.228317
77045000.0,106.2808835
77530000.0,106.3828351
78015000.0,96.34532899999999
78500000.0,100.9919583
78985000.0,109.1349103
79470000.0,105.8098142
79955000.0,105.31919070000001
80440000.0,108.2463529
80925000.0,106.0091703
81410000.0,107.0724485
81895000.0,104.9331357
82380000.0,97.7872541
82865000.0,84.15072599999999
83350000.0,101.7065274
83835000.0,103.6283795
84320000.0,95.0675656
84805000.0,109.7561872
85290000.0,106.6883542
85775000.0,101.80883
86260000.0,100.272659
86745000.0,104.8443448
87230000.0,102.7433927
87715000.0,103.6826017
88200000.0,93.2744672
88685000.0,110.0489041
89170000.0,101.999809
89655000.0,106.2331845
90140000.0,97.3731992
90625000.0,102.7677152
91110000.0,105.3570096
91595000.0,104.7375257
92080000.0,105.0002057
92565000.0,102.7723996
93050000.0,101.1206433
93535000.0,95.6254499
94020000.0,100.72478459999999
94505000.0,110.1413495
94990000.0,102.1351926
95475000.0,102.4002225
95960000.0,102.1913602
96445000.0,112.6720502
96930000.0,107.9069821
97415000.0,99.0117795
97900000.0,92.7502668
98385000.0,86.7179715
98870000.0,96.2050931
99355000.0,101.1091992
99840000.0,101.0393216
100325000.0,106.8500821
100810000.0,103.9268262
101295000.0,95.6122434
101780000.0,110.9912183
102265000.0,103.1558301
102750000.0,89.3103253
103235000.0,106.3880231
103720000.0,98.973541
104205000.0,99.86956
104690000.0,108.260719
105175000.0,108.00566069999999
105660000.0,109.9051053
106145000.0,108.6536939
106630000.0,96.1840894
107115000.0,78.0068814
107600000.0,98.97262549999999
108085000.0,105.9526899
108570000.0,99.6387632
109055000.0,110.4303434
109540000.0,101.5949399
110025000.0,98.4500806
110510000.0,99.6946866
110995000.0,107.3496778
111480000.0,97.3480756
111965000.0,100.679054
112450000.0,104.8023908
112935000.0,90.195091
113420000.0,101.0133741
113905000.0,105.0242688
114390000.0,108.1767423
114875000.0,107.4695508
115360000.0,96.6060712
115845000.0,99.6912
116330000.0,93.9286191
116815000.0,110.6238477
117300000.0,106.2150342
117785000.0,105.2177655
118270000.0,83.8198697
118755000.0,102.6646344
119240000.0,110.8288648
119725000.0,105.3260724
120210000.0,105.6453855
120695000.0,101.2719342
121180000.0,100.261398
121665000.0,103.6119458
122150000.0,100.7833402
122635000.0,102.851135
123120000.0,102.2546155
123605000.0,107.3287732
124090000.0,100.699661
124575000.0,97.4262159
125060000.0,101.6893155
125545000.0,104.0499723
126030000.0,93.8367231
126515000.0,103.2619779
127000000.0,108.360687
127485000.0,101.1948545
127970000.0,94.499809
128455000.0,107.4209134
128940000.0,111.9743878
129425000.0,99.8988416
129910000.0,101.0451352
130395000.0,109.4857328
130880000.0,108.3585126
131365000.0,93.1994016
131850000.0,95.820831
132335000.0,109.3167035
132820000.0,92.3771817
133305000.0,111.17603270000001
133790000.0,111.2157056
134275000.0,109.3530042
134760000.0,105.6242063
135245000.0,110.6037061
135730000.0,110.7348096
136215000.0,99.4893033
136700000.0,108.9856946
137185000.0,109.905174
137670000.0,110.3241346
138155000.0,108.0300824
138640000.0,98.1405332
139125000.0,97.1349256
139610000.0,107.0765912
140095000.0,109.9281003
140580000.0,102.0293271
141065000.0,96.1696317
141550000.0,101.5232083
142035000.0,105.0555188
142520000.0,108.3456342
143005000.0,108.1758725
143490000.0,101.9951703
143975000.0,107.2176282
144460000.0,109.2187955
144945000.0,103.3451078
145430000.0,102.0399778
145915000.0,105.8055265
146400000.0,109.3618466
146885000.0,109.8145978
147370000.0,92.502876
147855000.0,96.7627942
148340000.0,101.0477521
148825000.0,103.1237561
149310000.0,107.4449613
149795000.0,103.64492010000001
150280000.0,98.9872052
150765000.0,105.5935208
151250000.0,94.2626569
151735000.0,110.0403974
152220000.0,101.154823
152705000.0,108.4176175
153190000.0,108.0176465
153675000.0,94.2288892
154160000.0,100.4579694
154645000.0,107.3718106
155130000.0,110.851135
155615000.0,96.65217559999999
156100000.0,106.0115125
156585000.0,106.2777021
157070000.0,103.7042539
157555000.0,102.0167768
158040000.0,105.951019
158525000.0,102.114021
159010000.0,100.8702237
159495000.0,106.2814481
159980000.0,108.4033277
160465000.0,102.6107328
160950000.0,101.8074109
161435000.0,106.1866223
161920000.0,98.5393369
162405000.0,111.875549
162890000.0,100.3784558
163375000.0,102.5144269
163860000.0,102.6069791
164345000.0,105.9422147
164830000.0,105.1433484
165315000.0,107.3921506
165800000.0,108.7810742
166285000.0,101.3557737
166770000.0,92.0677487
167255000.0,93.4219892
167740000.0,97.6739957
168225000.0,108.7020566
168710000.0,107.2313687
169195000.0,100.480911
169680000.0,107.1047361
170165000.0,101.5657498
170650000.0,100.7738034
171135000.0,97.7406613
171620000.0,101.0784528
172105000.0,101.4339749
172590000.0,104.6531903
173075000.0,106.9596326
173560000.0,103.7819287
174045000.0,101.6244275
174530000.0,99.7207715
175015000.0,91.5589139
175500000.0,111.6108701
175985000.0,99.4974134
176470000.0,103.0679395
176955000.0,103.0616223
177440000.0,94.2871854
177925000.0,105.6973798
178410000.0,89.9295117
178895000.0,101.7639691
179380000.0,98.3306195
179865000.0,100.4405439
180350000.0,109.606857
180835000.0,106.8333051
181320000.0,103.9135511
181805000.0,103.2036817
182290000.0,97.987396
182775000.0,91.0638196
183260000.0,105.6167752
183745000.0,95.7849652
184230000.0,105.4627225
184715000.0,106.1984174
185200000.0,109.8305127
185685000.0,111.5595319
186170000.0,94.7691724
186655000.0,104.4275968
187140000.0,108.5993955
187625000.0,109.5016553
188110000.0,104.5171353
188595000.0,100.4870908
189080000.0,100.7522123
189565000.0,103.8094327
190050000.0,109.774986
190535000.0,100.9545209
191020000.0,103.1190946
191505000.0,105.0910947
191990000.0,98.4242093
192475000.0,96.7556531
192960000.0,100.5851819
193445000.0,104.5827634
193930000.0,108.2444074
194415000.0,107.2252347
194900000.0,103.0868833
195385000.0,103.8013532
195870000.0,95.6864011
196355000.0,104.2149045
196840000.0,104.9437177
197325000.0,105.5510251
197810000.0,107.6811368
198295000.0,103.2429425
198780000.0,107.5353467
199265000.0,93.9396436
199750000.0,107.2461545
200235000.0,106.8781812
200720000.0,79.56245390000001
201205000.0,99.7091825
201690000.0,106.7310559
202175000.0,105.9173352
202660000.0,106.5569303
203145000.0,114.0011975
203630000.0,109.3121869
204115000.0,101.2996366
204600000.0,112.0522534
205085000.0,100.9388806
205570000.0,107.7818753
206055000.0,100.4489972
206540000.0,103.6479032
207025000.0,111.3838269
207510000.0,107.3832929
207995000.0,111.5199964
208480000.0,100.7132947
208965000.0,95.7793424
209450000.0,106.9049604
209935000.0,106.7538526
210420000.0,105.6736371
210905000.0,108.3437574
211390000.0,107.2606885
211875000.0,103.8516843
212360000.0,108.11676
212845000.0,110.1479642
213330000.0,109.6192014
213815000.0,97.9445798
214300000.0,96.5462262
214785000.0,105.3645093
215270000.0,110.6674573
215755000.0,106.6992337
216240000.0,100.3054959
216725000.0,109.195625
217210000.0,108.789169
217695000.0,102.4174268
218180000.0,108.5715253
218665000.0,108.3351819
219150000.0,108.0361936
219635000.0,98.7805173
220120000.0,105.1561811
220605000.0,100.6396558
221090000.0,109.2832639
221575000.0,113.2624509
222060000.0,110.1690671
222545000.0,112.2868573
223030000.0,93.195831
223515000.0,105.5840146
224000000.0,97.360748
224485000.0,108.0196988
224970000.0,102.9421384
225455000.0,103.0557096
225940000.0,104.0815045
226425000.0,103.6933515
226910000.0,95.6361844
227395000.0,110.4917524
227880000.0,106.0830304
228365000.0,99.5247113
228850000.0,104.5237653
229335000.0,82.7637479
229820000.0,104.1755597
230305000.0,103.8261869
230790000.0,104.4828488
231275000.0,103.5615995
231760000.0,102.9353177
232245000.0,106.727966
232730000.0,99.3302457
233215000.0,108.1983335
233700000.0,112.740112
234185000.0,98.3803708
234670000.0,104.1585004
235155000.0,92.412956
235640000.0,102.606857
236125000.0,107.9376142
236610000.0,106.4941404
237095000.0,103.8888242
237580000.0,109.7089002
238065000.0,107.4176786
238550000.0,106.7768781
239035000.0,101.7558057
239520000.0,103.1965482
240005000.0,96.58200049999999
240490000.0,106.1188733
240975000.0,97.0152356
241460000.0,107.3577191
241945000.0,107.3773877
242430000.0,107.7787778
242915000.0,107.2145307
243400000.0,105.8681028
243885000.0,103.3783261
244370000.0,104.1823194
244855000.0,93.1386029
245340000.0,92.0545728
245825000.0,96.9503247
246310000.0,104.4814603
246795000.0,108.1634442
247280000.0,103.1884381
247765000.0,108.7025449
248250000.0,104.842674
248735000.0,104.9026105
249220000.0,105.6777494
249705000.0,104.0419614
250190000.0,107.6990659
250675000.0,109.0962979
251160000.0,108.6242749
251645000.0,99.3979566
252130000.0,101.1659085
252615000.0,98.2781446
253100000.0,107.5310514
253585000.0,99.0016248
254070000.0,97.8758084
254555000.0,108.8125455
255040000.0,105.3188321
255525000.0,103.8557813
256010000.0,102.8686444
256495000.0,91.3781812
256980000.0,106.0795362
257465000.0,99.5865628
257950000.0,108.9547345
258435000.0,102.7301023
258920000.0,97.56407899999999
259405000.0,102.156799
259890000.0,107.93457
260375000.0,100.6398847
260860000.0,112.0160977
261345000.0,108.8188169
261830000.0,101.0869977
262315000.0,99.5931546
262800000.0,98.315582
263285000.0,95.7169797
263770000.0,98.2523801
264255000.0,110.0694959
264740000.0,104.4413144
265225000.0,95.3344571
265710000.0,109.4792859
266195000.0,102.4834668
266680000.0,102.7150037
267165000.0,105.6787793
267650000.0,106.0687863
268135000.0,107.7991635
268620000.0,111.3017575
269105000.0,105.423927
269590000.0,105.0509259
270075000.0,108.2777402
270560000.0,101.0976178
271045000.0,107.5650174
271530000.0,100.8831098
272015000.0,101.2513196
272500000.0,110.6284482
272985000.0,107.209747
273470000.0,107.3034131
273955000.0,113.3324277
274440000.0,113.74472779999999
274925000.0,110.5030362
275410000.0,107.2425992
275895000.0,100.0767591
276380000.0,101.8466184
276865000.0,105.3749234
277350000.0,97.3667752
277835000.0,108.9455106
278320000.0,106.8744504
278805000.0,100.698219
279290000.0,109.2879789
279775000.0,100.4439313
280260000.0,96.2891461
280745000.0,108.0820462
281230000.0,108.8725583
281715000.0,96.6002271
282200000.0,100.7193448
282685000.0,107.8454435
283170000.0,103.389877
283655000.0,98.8949659
284140000.0,96.68480650000001
284625000.0,111.4887464
285110000.0,103.4497525
285595000.0,113.0916059
286080000.0,104.4623181
286565000.0,103.4889905
287050000.0,105.8249967
287535000.0,106.8251111
288020000.0,102.3743131
288505000.0,101.4629056
288990000.0,102.1876981
289475000.0,110.0862805
289960000.0,108.3716428
290445000.0,109.0749967
290930000.0,98.8666989
291415000.0,105.1025846
291900000.0,103.9657743
292385000.0,95.0049131
292870000.0,107.6402127
293355000.0,105.7769162
293840000.0,105.9471128
294325000.0,107.3471372
294810000.0,112.4778134
295295000.0,108.3317334
295780000.0,110.463577
296265000.0,105.7133939
296750000.0,109.72422
297235000.0,99.6816785
297720000.0,109.4383313
298205000.0,106.4407575
298690000.0,105.1165235
299175000.0,103.7788922
299660000.0,110.4179151
300145000.0,105.11042
300630000.0,112.088432
301115000.0,104.3013608
301600000.0,111.5180814
302085000.0,99.7180783
302570000.0,110.2845533
303055000.0,103.6246183
303540000.0,108.3654935
304025000.0,108.2013394
304510000.0,111.2563169
304995000.0,94.31895420000001
305480000.0,105.8456189
305965000.0,106.6703717
306450000.0,93.2849118
306935000.0,108.8192975
307420000.0,106.3262555
307905000.0,88.9400556
308390000.0,108.1123883
308875000.0,92.7954251
309360000.0,104.29917879999999
309845000.0,107.8951261
310330000.0,107.912544
310815000.0,101.2959439
311300000.0,99.2164228
311785000.0,101.7640607
312270000.0,110.7891919
312755000.0,107.1756818
313240000.0,106.6533124
313725000.0,105.0830838
314210000.0,105.9533765
314695000.0,112.6088788
315180000.0,107.6725537
315665000.0,105.4564664
316150000.0,105.3361737
316635000.0,108.0307538
317120000.0,104.038841
317605000.0,109.2838285
318090000.0,101.1332852
318575000.0,111.6850659
319060000.0,99.106529
319545000.0,112.1014402
320030000.0,100.8877179
320515000.0,107.523277
321000000.0,105.7112271
321485000.0,109.9465863
321970000.0,107.2384946
322455000.0,110.7599561
322940000.0,110.1473233
323425000.0,108.410484
323910000.0,105.9185102
324395000.0,106.1696164
324880000.0,106.8681714
325365000.0,106.006561
325850000.0,99.5359342
326335000.0,113.6074826
326820000.0,102.3082196
327305000.0,106.4757459
327790000.0,97.7814023
328275000.0,104.1049192
328760000.0,106.6313016
329245000.0,109.376579
329730000.0,112.3960721
330215000.0,102.5155561
330700000.0,99.7526929
331185000.0,81.1696317
331670000.0,105.8304746
332155000.0,99.2933271
332640000.0,103.56829809999999
333125000.0,112.6492002
333610000.0,108.0159375
334095000.0,104.4523999
334580000.0,109.2720182
335065000.0,101.4298627
335550000.0,106.1594846
336035000.0,100.0617444
336520000.0,98.4267347
337005000.0,113.8734662
337490000.0,110.2397687
337975000.0,102.2049176
338460000.0,108.6763761
338945000.0,106.5841825
339430000.0,114.2357022
339915000.0,88.6086118
340400000.0,109.1677472
340885000.0,108.2877195
341370000.0,93.8897245
341855000.0,98.0668561
342340000.0,109.04055
342825000.0,102.3136975
343310000.0,102.6652906
343795000.0,104.0048139
344280000.0,96.5141294
344765000.0,105.5160672
345250000.0,103.6117322
345735000.0,107.6803357
346220000.0,107.4829709
346705000.0,110.9682767
347190000.0,103.5137097
347675000.0,112.8273694
348160000.0,98.316528
348645000.0,95.9651639
349130000.0,105.9776151
349615000.0,107.5488126
350100000.0,107.8563687
350585000.0,95.871185
351070000.0,108.518234
351555000.0,103.2660443
352040000.0,99.5746228
352525000.0,105.1219709
353010000.0,100.0043256
353495000.0,105.9537809
353980000.0,107.0823743
354465000.0,102.1215436
354950000.0,106.5221173
355435000.0,98.5142743
355920000.0,98.4442136
356405000.0,100.5139615
356890000.0,99.22544070000001
357375000.0,106.0081021
357860000.0,108.1099164
358345000.0,101.5364453
358830000.0,110.3307721
359315000.0,100.9260938
359800000.0,110.3695371
360285000.0,96.7303998
360770000.0,96.9077832
361255000.0,102.0922086
361740000.0,109.7296674
362225000.0,106.2935941
362710000.0,97.5597913
363195000.0,101.0611493
363680000.0,110.0208051
364165000.0,105.1780851
364650000.0,96.6378934
365135000.0,104.5911176
365620000.0,102.025604
366105000.0,110.6889875
366590000.0,100.92952700000001
367075000.0,109.6146619
367560000.0,107.0431668
368045000.0,108.4722592
368530000.0,99.0117032
369015000.0,101.1455991
369500000.0,98.8944852
369985000.0,106.5090482
370470000.0,104.38861059999999
370955000.0,107.0342328
371440000.0,108.3208539
371925000.0,104.049278
372410000.0,105.5174253
372895000.0,104.4387204
373380000.0,102.8730619
373865000.0,102.84509249999999
374350000.0,102.2533109
374835000.0,108.7615354
375320000.0,109.9468534
375805000.0,109.1087949
376290000.0,105.8399045
376775000.0,104.6859738
377260000.0,104.4518201
377745000.0,107.082977
378230000.0,105.0440061
378715000.0,108.4846265
379200000.0,109.5468366
379685000.0,106.2753369
380170000.0,108.8018949
380655000.0,103.5051343
381140000.0,104.5920331
381625000.0,98.2584607
382110000.0,101.9400327
382595000.0,112.6305768
383080000.0,107.6490476
383565000.0,110.5752942
384050000.0,103.9485395
384535000.0,107.7178418
385020000.0,99.25549290000001
385505000.0,100.4248578
385990000.0,97.2996976
386475000.0,106.7152021
386960000.0,88.8403012
387445000.0,87.6796109
387930000.0,108.6190259
388415000.0,100.9186322
388900000.0,108.0686109
389385000.0,105.4661176
389870000.0,111.3289106
390355000.0,105.0559003
390840000.0,109.7067945
391325000.0,107.0461652
391810000.0,104.4307096
392295000.0,107.215347
392780000.0,108.303291
393265000.0,95.3162076
393750000.0,94.64118930000001
394235000.0,107.2958982
394720000.0,102.8952024
395205000.0,110.1895291
395690000.0,103.3650815
396175000.0,104.4510266
396660000.0,104.7044828
397145000.0,106.8142697
397630000.0,93.0313642
398115000.0,105.8712079
398600000.0,101.3878858
399085000.0,108.7575452
399570000.0,102.7758786
400055000.0,107.5143048
400540000.0,106.1947324
401025000.0,116.8688199
401510000.0,104.6881864
401995000.0,103.9919431
402480000.0,101.5821683
402965000.0,99.595474
403450000.0,105.5633466
403935000.0,101.1518933
404420000.0,102.6428754
404905000.0,107.8499372
405390000.0,102.6876523
405875000.0,106.6377179
406360000.0,112.5839612
406845000.0,105.070358
407330000.0,102.4563291
407815000.0,102.4497983
408300000.0,93.03282899999999
408785000.0,100.0705869
409270000.0,98.8181073
409755000.0,104.5642316
410240000.0,110.6216046
410725000.0,109.7271497
411210000.0,95.3121946
411695000.0,106.3988797
412180000.0,96.3023831
412665000.0,113.3664853
413150000.0,93.7344052
413635000.0,104.7798078
414120000.0,111.7060849
414605000.0,109.813606
415090000.0,104.0572736
415575000.0,105.4419934
416060000.0,112.5210569
416545000.0,103.848068
417030000.0,107.154701
417515000.0,112.8898542
418000000.0,93.9329221
418485000.0,100.3179013
418970000.0,88.9611661
419455000.0,98.2122113
419940000.0,111.4153363
420425000.0,105.3338544
420910000.0,108.4253156
421395000.0,110.2004239
421880000.0,112.24864170000001
422365000.0,100.92225619999999
422850000.0,106.8538053
423335000.0,85.5382077
423820000.0,102.9674146
424305000.0,103.2184522
424790000.0,104.8530881
425275000.0,112.6481626
425760000.0,100.3233411
426245000.0,110.0993955
426730000.0,104.0823972
427215000.0,108.1954419
427700000.0,106.7783887
428185000.0,103.2526548
428670000.0,101.068115
429155000.0,105.3672406
429640000.0,97.66371889999999
430125000.0,105.4858167
430610000.0,113.4668119
431095000.0,102.2120587
431580000.0,107.6504285
432065000.0,106.6631314
432550000.0,105.2118222
433035000.0,104.644737
433520000.0,101.137779
434005000.0,106.3553083
434490000.0,101.66986059999999
434975000.0,112.086128
435460000.0,110.2114713
435945000.0,108.5945661
436430000.0,108.5245587
436915000.0,97.8073041
437400000.0,107.1410062
437885000.0,110.5396573
438370000.0,113.5086972
438855000.0,105.3444974
439340000.0,113.7163083
439825000.0,102.0175397
440310000.0,106.4444577
440795000.0,110.8584058
441280000.0,109.5404126
441765000.0,105.2557447
442250000.0,110.2084272
442735000.0,113.0946195
443220000.0,113.3576657
443705000.0,105.4209821
444190000.0,106.9434812
444675000.0,103.906059
445160000.0,108.7462613
445645000.0,109.2522657
446130000.0,111.1363828
446615000.0,99.0485379
447100000.0,109.602287
447585000.0,102.5937192
448070000.0,95.9053495
448555000.0,104.9019315
449040000.0,104.8784101
449525000.0,111.0572507
450010000.0,104.0956571
450495000.0,94.1825254
450980000.0,98.7667462
451465000.0,102.3334424
451950000.0,112.5490186
452435000.0,107.1121518
452920000.0,107.1166684
453405000.0,106.5172879
453890000.0,108.2965848
454375000.0,107.4902799
454860000.0,107.6302793
455345000.0,110.5377347
455830000.0,110.6996991
456315000.0,95.6321942
456800000.0,108.1597669
457285000.0,108.5079724
457770000.0,104.7608411
458255000.0,103.4798047
458740000.0,106.439758
459225000.0,101.14698
459710000.0,109.0415723
460195000.0,95.104141
460680000.0,109.2394788
461165000.0,107.9348218
461650000.0,92.3990476
462135000.0,111.4273755
462620000.0,110.3783948
463105000.0,106.8947446
463590000.0,111.7886579
464075000.0,105.8597257
464560000.0,110.0082776
465045000.0,106.5908582
465530000.0,105.4855725
466015000.0,110.2909314
466500000.0,112.3281781
466985000.0,107.2737271
467470000.0,106.0839841
467955000.0,108.7809217
468440000.0,103.7512967
468925000.0,113.2207715
469410000.0,110.7831876
469895000.0,93.6734311
470380000.0,98.1909024
470865000.0,107.6612622
471350000.0,103.9074552
471835000.0,105.9889066
472320000.0,94.3891675
472805000.0,105.6901242
473290000.0,105.2406232
473775000.0,110.0317075
474260000.0,109.385307
474745000.0,106.0238492
475230000.0,109.9296872
475715000.0,101.9684446
476200000.0,111.1705854
476685000.0,100.3325574
477170000.0,111.1692044
477655000.0,105.8237302
478140000.0,109.6238324
478625000.0,110.4843518
479110000.0,100.56168339999999
479595000.0,113.2092435
480080000.0,106.574249
480565000.0,109.0735395
481050000.0,107.6766507
481535000.0,110.2276227
482020000.0,111.4345548
482505000.0,108.7805707
482990000.0,109.2743451
483475000.0,106.4580457
483960000.0,109.14412659999999
484445000.0,92.041557
484930000.0,102.638664
485415000.0,107.7621534
485900000.0,107.8247678
486385000.0,102.7187421
486870000.0,105.1717984
487355000.0,112.1193311
487840000.0,109.9643781
488325000.0,107.4451367
488810000.0,95.8014142
489295000.0,96.2290647
489780000.0,102.6366269
490265000.0,104.3574521
490750000.0,108.2256086
491235000.0,113.2336118
491720000.0,106.2952497
492205000.0,107.5897138
492690000.0,99.07730839999999
493175000.0,109.3454892
493660000.0,105.9373014
494145000.0,103.295799
494630000.0,110.6319272
495115000.0,106.5810086
495600000.0,109.7299192
496085000.0,109.4473645
496570000.0,108.7870862
497055000.0,112.5322263
497540000.0,102.7471311
498025000.0,109.6470182
498510000.0,101.0776746
498995000.0,106.6200025
499480000.0,96.5663068
499965000.0,102.1788785
500450000.0,106.3598783
500935000.0,102.3710019
501420000.0,106.4335172
501905000.0,101.1329801
502390000.0,104.6557843
502875000.0,110.8718106
503360000.0,97.1314008
503845000.0,105.5286557
504330000.0,109.3689801
504815000.0,111.1428373
505300000.0,104.9354474
505785000.0,104.9191663
506270000.0,106.3011014
506755000.0,102.6407468
507240000.0,97.6060178
507725000.0,106.7703321
508210000.0,94.918823
508695000.0,103.7354657
509180000.0,96.7882535
509665000.0,103.4270475
510150000.0,108.9958341
510635000.0,101.8354871
511120000.0,105.7108686
511605000.0,98.74913
512090000.0,107.6584012
512575000.0,103.0499951
513060000.0,94.5043714
513545000.0,93.4204938
514030000.0,103.9318845
514515000.0,104.4819715
515000000.0,107.6672895
515485000.0,103.6666333
